Date,Expéditeur,Statut,Bordereau,Type,Nom,Prénom,Adresse,"Code Postal",Ville
"2013-10-05 23:00:00","tmp_toto company","en attente",13201,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-10-05 23:00:00","tmp_toto company","en attente",13701,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-30 23:00:00","tmp_toto company","en attente",10202,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-30 23:00:00","tmp_toto company","en attente",10701,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-30 23:00:00","tmp_toto company","en attente",11200,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-30 23:00:00","tmp_toto company","en attente",11700,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-30 23:00:00","tmp_toto company","en attente",12201,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-30 23:00:00","tmp_toto company","en attente",12699,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-30 23:00:00","tmp_toto company","en attente",13200,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-30 23:00:00","tmp_toto company","en attente",13703,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-25 23:00:00","tmp_toto company","en attente",10201,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-25 23:00:00","tmp_toto company","en attente",10698,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-25 23:00:00","tmp_toto company","en attente",11199,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-25 23:00:00","tmp_toto company","en attente",11699,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-25 23:00:00","tmp_toto company","en attente",12199,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-25 23:00:00","tmp_toto company","en attente",12702,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-25 23:00:00","tmp_toto company","en attente",13199,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-25 23:00:00","tmp_toto company","en attente",13699,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-20 23:00:00","tmp_toto company","en attente",10198,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-20 23:00:00","tmp_toto company","en attente",10699,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-20 23:00:00","tmp_toto company","en attente",11198,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-20 23:00:00","tmp_toto company","en attente",11698,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-20 23:00:00","tmp_toto company","en attente",12197,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-20 23:00:00","tmp_toto company","en attente",12698,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-20 23:00:00","tmp_toto company","en attente",13197,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-20 23:00:00","tmp_toto company","en attente",13697,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-15 23:00:00","tmp_toto company","en attente",10197,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-15 23:00:00","tmp_toto company","en attente",10697,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-15 23:00:00","tmp_toto company","en attente",11196,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-15 23:00:00","tmp_toto company","en attente",11696,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-15 23:00:00","tmp_toto company","en attente",12198,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-15 23:00:00","tmp_toto company","en attente",12696,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-15 23:00:00","tmp_toto company","en attente",13198,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-15 23:00:00","tmp_toto company","en attente",13695,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-10 23:00:00","tmp_toto company","en attente",10196,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-10 23:00:00","tmp_toto company","en attente",10696,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-10 23:00:00","tmp_toto company","en attente",11197,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-10 23:00:00","tmp_toto company","en attente",11695,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-10 23:00:00","tmp_toto company","en attente",12196,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-10 23:00:00","tmp_toto company","en attente",12695,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-10 23:00:00","tmp_toto company","en attente",13196,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-10 23:00:00","tmp_toto company","en attente",13698,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-09-05 23:00:00","tmp_toto company","en attente",10194,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-09-05 23:00:00","tmp_toto company","en attente",10695,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-09-05 23:00:00","tmp_toto company","en attente",11195,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-09-05 23:00:00","tmp_toto company","en attente",11697,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-09-05 23:00:00","tmp_toto company","en attente",12195,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-09-05 23:00:00","tmp_toto company","en attente",12697,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-09-05 23:00:00","tmp_toto company","en attente",13195,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-09-05 23:00:00","tmp_toto company","en attente",13696,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-31 23:00:00","tmp_toto company","en attente",10193,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-31 23:00:00","tmp_toto company","en attente",10693,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-31 23:00:00","tmp_toto company","en attente",11194,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-31 23:00:00","tmp_toto company","en attente",11694,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-31 23:00:00","tmp_toto company","en attente",12194,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-31 23:00:00","tmp_toto company","en attente",12694,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-31 23:00:00","tmp_toto company","en attente",13193,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-31 23:00:00","tmp_toto company","en attente",13694,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-26 23:00:00","tmp_toto company","en attente",10191,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-26 23:00:00","tmp_toto company","en attente",10692,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-26 23:00:00","tmp_toto company","en attente",11193,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-26 23:00:00","tmp_toto company","en attente",11692,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-26 23:00:00","tmp_toto company","en attente",12193,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-26 23:00:00","tmp_toto company","en attente",12693,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-26 23:00:00","tmp_toto company","en attente",13194,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-26 23:00:00","tmp_toto company","en attente",13693,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-21 23:00:00","tmp_toto company","en attente",10192,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-21 23:00:00","tmp_toto company","en attente",10691,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-21 23:00:00","tmp_toto company","en attente",11192,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-21 23:00:00","tmp_toto company","en attente",11693,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-21 23:00:00","tmp_toto company","en attente",12192,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-21 23:00:00","tmp_toto company","en attente",12692,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-21 23:00:00","tmp_toto company","en attente",13192,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-21 23:00:00","tmp_toto company","en attente",13692,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-16 23:00:00","tmp_toto company","en attente",10195,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-16 23:00:00","tmp_toto company","en attente",10694,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-16 23:00:00","tmp_toto company","en attente",11191,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-16 23:00:00","tmp_toto company","en attente",11691,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-16 23:00:00","tmp_toto company","en attente",12191,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-16 23:00:00","tmp_toto company","en attente",12691,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-16 23:00:00","tmp_toto company","en attente",13191,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-16 23:00:00","tmp_toto company","en attente",13689,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-11 23:00:00","tmp_toto company","en attente",10190,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-11 23:00:00","tmp_toto company","en attente",10690,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-11 23:00:00","tmp_toto company","en attente",11190,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-11 23:00:00","tmp_toto company","en attente",11690,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-11 23:00:00","tmp_toto company","pris en charge",12190,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-11 23:00:00","tmp_toto company","en attente",12690,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-11 23:00:00","tmp_toto company","en attente",13190,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-11 23:00:00","tmp_toto company","en attente",13690,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-06 23:00:00","tmp_toto company","en attente",10189,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-06 23:00:00","tmp_toto company","en attente",10688,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-06 23:00:00","tmp_toto company","en attente",11189,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-06 23:00:00","tmp_toto company","en attente",11689,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-06 23:00:00","tmp_toto company","en attente",12189,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-06 23:00:00","tmp_toto company","en attente",12689,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-06 23:00:00","tmp_toto company","en attente",13188,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-06 23:00:00","tmp_toto company","en attente",13691,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-08-01 23:00:00","tmp_toto company","en attente",10188,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-08-01 23:00:00","tmp_toto company","en attente",10687,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-08-01 23:00:00","tmp_toto company","en attente",11188,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-08-01 23:00:00","tmp_toto company","en attente",11688,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-08-01 23:00:00","tmp_toto company","en attente",12188,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-08-01 23:00:00","tmp_toto company","en attente",12688,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-08-01 23:00:00","tmp_toto company","en attente",13187,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-08-01 23:00:00","tmp_toto company","en attente",13688,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-27 23:00:00","tmp_toto company","en attente",10186,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-27 23:00:00","tmp_toto company","en attente",10689,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-27 23:00:00","tmp_toto company","en attente",11187,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-27 23:00:00","tmp_toto company","en attente",11687,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-27 23:00:00","tmp_toto company","en attente",12186,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-27 23:00:00","tmp_toto company","en attente",12687,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-27 23:00:00","tmp_toto company","en attente",13186,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-27 23:00:00","tmp_toto company","en attente",13687,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-22 23:00:00","tmp_toto company","en attente",10187,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-22 23:00:00","tmp_toto company","en attente",10686,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-22 23:00:00","tmp_toto company","en attente",11185,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-22 23:00:00","tmp_toto company","en attente",11685,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-22 23:00:00","tmp_toto company","en attente",12187,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-22 23:00:00","tmp_toto company","en attente",12686,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-22 23:00:00","tmp_toto company","en attente",13189,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-22 23:00:00","tmp_toto company","en attente",13686,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-17 23:00:00","tmp_toto company","en attente",10185,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-17 23:00:00","tmp_toto company","en attente",10685,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-17 23:00:00","tmp_toto company","en attente",11184,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-17 23:00:00","tmp_toto company","en attente",11686,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-17 23:00:00","tmp_toto company","en attente",12185,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-17 23:00:00","tmp_toto company","en attente",12685,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-17 23:00:00","tmp_toto company","en attente",13185,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-17 23:00:00","tmp_toto company","en attente",13685,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-12 23:00:00","tmp_toto company","en attente",10184,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-12 23:00:00","tmp_toto company","en attente",10684,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-12 23:00:00","tmp_toto company","en attente",11186,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-12 23:00:00","tmp_toto company","en attente",11684,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-12 23:00:00","tmp_toto company","en attente",12184,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-12 23:00:00","tmp_toto company","en attente",12684,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-12 23:00:00","tmp_toto company","en attente",13184,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-12 23:00:00","tmp_toto company","en attente",13684,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-07 23:00:00","tmp_toto company","en attente",10182,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-07 23:00:00","tmp_toto company","en attente",10683,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-07 23:00:00","tmp_toto company","en attente",11182,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-07 23:00:00","tmp_toto company","en attente",11683,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-07 23:00:00","tmp_toto company","en attente",12183,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-07 23:00:00","tmp_toto company","en attente",12683,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-07 23:00:00","tmp_toto company","en attente",13181,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-07 23:00:00","tmp_toto company","en attente",13683,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-07-02 23:00:00","tmp_toto company","en attente",10183,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-07-02 23:00:00","tmp_toto company","en attente",10682,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-07-02 23:00:00","tmp_toto company","en attente",11181,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-07-02 23:00:00","tmp_toto company","en attente",11682,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-07-02 23:00:00","tmp_toto company","en attente",12181,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-07-02 23:00:00","tmp_toto company","en attente",12682,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-07-02 23:00:00","tmp_toto company","en attente",13183,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-07-02 23:00:00","tmp_toto company","en attente",13682,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-27 23:00:00","tmp_toto company","en attente",10181,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-27 23:00:00","tmp_toto company","en attente",10681,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-27 23:00:00","tmp_toto company","en attente",11183,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-27 23:00:00","tmp_toto company","en attente",11679,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-27 23:00:00","tmp_toto company","en attente",12182,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-27 23:00:00","tmp_toto company","en attente",12681,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-27 23:00:00","tmp_toto company","en attente",13182,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-27 23:00:00","tmp_toto company","en attente",13681,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-22 23:00:00","tmp_toto company","en attente",10180,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-22 23:00:00","tmp_toto company","en attente",10680,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-22 23:00:00","tmp_toto company","pris en charge",11179,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-22 23:00:00","tmp_toto company","en attente",11681,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-22 23:00:00","tmp_toto company","en attente",12180,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-22 23:00:00","tmp_toto company","en attente",12680,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-22 23:00:00","tmp_toto company","en attente",13180,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-22 23:00:00","tmp_toto company","en attente",13680,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-17 23:00:00","tmp_toto company","en attente",10179,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-17 23:00:00","tmp_toto company","en attente",10679,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-17 23:00:00","tmp_toto company","en attente",11178,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-17 23:00:00","tmp_toto company","en attente",11680,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-17 23:00:00","tmp_toto company","en attente",12179,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-17 23:00:00","tmp_toto company","en attente",12678,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-17 23:00:00","tmp_toto company","en attente",13179,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-17 23:00:00","tmp_toto company","en attente",13679,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-12 23:00:00","tmp_toto company","en attente",10178,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-12 23:00:00","tmp_toto company","en attente",10678,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-12 23:00:00","tmp_toto company","en attente",11180,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-12 23:00:00","tmp_toto company","en attente",11678,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-12 23:00:00","tmp_toto company","en attente",12178,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-12 23:00:00","tmp_toto company","en attente",12679,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-12 23:00:00","tmp_toto company","en attente",13178,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-12 23:00:00","tmp_toto company","en attente",13678,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-07 23:00:00","tmp_toto company","en attente",10176,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-07 23:00:00","tmp_toto company","en attente",10677,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-07 23:00:00","tmp_toto company","en attente",11175,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-07 23:00:00","tmp_toto company","en attente",11677,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-07 23:00:00","tmp_toto company","en attente",12176,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-07 23:00:00","tmp_toto company","en attente",12677,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-07 23:00:00","tmp_toto company","en attente",13177,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-07 23:00:00","tmp_toto company","en attente",13676,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-06-02 23:00:00","tmp_toto company","en attente",10175,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-06-02 23:00:00","tmp_toto company","en attente",10676,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-06-02 23:00:00","tmp_toto company","en attente",11177,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-06-02 23:00:00","tmp_toto company","en attente",11676,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-06-02 23:00:00","tmp_toto company","en attente",12177,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-06-02 23:00:00","tmp_toto company","en attente",12676,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-06-02 23:00:00","tmp_toto company","en attente",13176,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-06-02 23:00:00","tmp_toto company","en attente",13677,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
"2013-05-28 23:00:00","tmp_toto company","en attente",10174,"Lettre avec suivi",durand,jacques,"23 rue xavier pinson",64000,pau
"2013-05-28 23:00:00","tmp_toto company","en attente",10675,"Lettre avec suivi",pinson,xavier,"12 rue kevin troisquarts",64666,gelos
"2013-05-28 23:00:00","tmp_toto company","en attente",11176,"Lettre avec suivi",mairie,"service presse","2 place royale",64000,pau
"2013-05-28 23:00:00","tmp_toto company","en attente",11675,"Lettre avec suivi",mairie,"service comm","2 place royale",64000,pau
"2013-05-28 23:00:00","tmp_toto company","en attente",12175,"Lettre avec suivi",dupontelle,gilberte,"56 rue xavier pinson",64666,gelos
"2013-05-28 23:00:00","tmp_toto company","en attente",12675,"Lettre avec suivi","de la roche-foucault",bérangère,"34 rue léo poivrier",64230,bizanos
"2013-05-28 23:00:00","tmp_toto company","en attente",13175,"Lettre avec suivi",dupont,rené,"48 place verdun",64000,pau
"2013-05-28 23:00:00","tmp_toto company","en attente",13675,"Lettre avec suivi",dupontel,albert,"296 bvd olga ducresne",64470,serres-castet
